id	filename	md5	size	state
049e324e-14f4-4d65-89f4-9e4761699023	049e324e-14f4-4d65-89f4-9e4761699023/b8217881-f8a2-4f50-a2bd-4f641b3a23d8.mirbase21.mirnas.quantification.txt	187267985d21fa0d8a28275c7706bce4	50384	live
06dccb5a-c105-4335-b540-15f43cb568e2	06dccb5a-c105-4335-b540-15f43cb568e2/7daa951c-7406-48cb-a6fb-b0fcebfc7f83.mirbase21.mirnas.quantification.txt	3b91c9d74d4c7cf1cc264c802ab3c26b	50348	live
0892667b-0322-4980-908c-e038431315aa	0892667b-0322-4980-908c-e038431315aa/2ac7b53e-4e4c-4433-a077-4c9c68b918d3.mirbase21.mirnas.quantification.txt	95f35d229e8c0e09a47c184528b1637a	50410	live
0a776aad-f76f-4b46-9c9a-4593a2defec0	0a776aad-f76f-4b46-9c9a-4593a2defec0/6d3aa0d5-eba4-4b83-9acf-a4766122b5f2.mirbase21.mirnas.quantification.txt	829d1333498a1b36de1b0a9abbde3c5f	50666	live
0a7b8407-42a1-4d69-b0fa-0ce044c19d74	0a7b8407-42a1-4d69-b0fa-0ce044c19d74/83280f07-6cb7-47fe-bf7a-384f02864302.mirbase21.mirnas.quantification.txt	3cf5f3c8127f4c930408fcd8e40b7eb4	50335	live
0fd0ddb2-9e74-4553-b01b-d442232c76ff	0fd0ddb2-9e74-4553-b01b-d442232c76ff/93d52c3d-b12f-42e8-b97b-0204534f2e75.mirbase21.mirnas.quantification.txt	3dc17674870b8e208cbc502edbc8c518	50359	live
1194ce07-e794-4b32-aac5-b07126ea623a	1194ce07-e794-4b32-aac5-b07126ea623a/52c5b59a-b6e5-46e8-bef4-df855b908f55.mirbase21.mirnas.quantification.txt	29cfd07537b52e06c1a797a77bd8b947	50383	live
1206f4cb-4acd-4d21-8d47-b841300eda18	1206f4cb-4acd-4d21-8d47-b841300eda18/ebd8b11c-2a87-40c6-9571-a125cab25801.mirbase21.mirnas.quantification.txt	8836095703c4788ed286d0f22ece0d33	50319	live
13c5cfc4-992c-4e18-9355-6ec95972e9ea	13c5cfc4-992c-4e18-9355-6ec95972e9ea/e3728af8-8ee4-47de-9dce-f00fc3453951.mirbase21.mirnas.quantification.txt	295d72906a57598dcca23c92f0a326d2	50393	live
168eabc2-f8ed-4567-960d-e8b5b4e5a617	168eabc2-f8ed-4567-960d-e8b5b4e5a617/f1ea1126-a4b7-4cc1-b343-af26bfd3070d.mirbase21.mirnas.quantification.txt	e415b9673117bd57efe047c483f48fa4	50397	live
